duration,event,EAD,PD_30d,PD_90d,PD_180d,PD_365d,EL_30d,EL_90d,EL_180d,EL_365d
1096.0,0,1.0,0.0,0.0,2.2944464010077326e-05,0.0007420088446593587,0.0,0.0,1.1472232005038663e-05,0.00037100442232967934
366.0,0,500000000.0,0.0,0.0,3.8580474141292065e-05,0.001247361382027412,0.0,0.0,9645.118535323016,311840.345506853
365.0,0,12300032.0,0.0,0.0,1.8073798367379545e-05,0.0005845393514967157,0.0,0.0,111.15414914015808,3594.926364334425
365.0,0,90000000.0,0.0,0.0,1.887073528861194e-05,0.0006103061103492902,0.0,0.0,849.1830879875373,27463.774965718058
1096.0,0,47528515.0,0.0,0.0,1.934257635050063e-05,0.0006255614871925053,0.0,0.0,459.6619651067072,14866.004263725647
184.0,0,160000000.0,0.0,0.0,2.0315532653247814e-05,0.0006570180095007983,0.0,0.0,1625.2426122598251,52561.44076006386
365.0,0,180000000.0,0.0,0.0,2.0903340181011032e-05,0.0006760218724414235,0.0,0.0,1881.3006162909928,60841.96851972812
184.0,0,1300000000.0,0.0,0.0,2.041911461170276e-05,0.000660366847669347,0.0,0.0,13272.424497606795,429238.4509850755
365.0,0,300000000.0,0.0,0.0,1.8726754565268067e-05,0.0006056509381462405,0.0,0.0,2809.01318479021,90847.64072193607
1826.0,0,56800000.0,0.0,0.0,1.580924484378965e-05,0.0005113177408859748,0.0,0.0,448.982553563626,14521.423841161684
366.0,0,52000000.0,0.0,0.0,1.920450665904294e-05,0.0006210974964061533,0.0,0.0,499.3171731351165,16148.534906559986
1096.0,0,13999999.0,0.0,0.0,1.9253921938244822e-05,0.0006226951653448554,0.0,0.0,134.7774439407528,4358.865846066405
1826.0,0,14000000.0,0.0,0.0,1.7251413612751065e-05,0.0005579491321272556,0.0,0.0,120.75989528925746,3905.643924890789
365.0,0,150000000.0,0.0,0.0,1.9165596870429624e-05,0.000619839483747886,0.0,0.0,1437.4197652822218,46487.96128109145
365.0,0,700000000.0,0.0,0.0,1.9804316451876858e-05,0.0006404900653369516,0.0,0.0,6931.5107581569,224171.52286793306
1096.0,0,26066107.0,0.0,0.0,1.8917385753658422e-05,0.0006118144046154406,0.0,0.0,246.55130060756804,7973.8098674236835
2190.0,0,38380282.0,0.0,0.0,1.940907261599456e-05,0.0006277113997600337,0.0,0.0,372.46284018017445,12045.870268702412
366.0,0,260000000.0,0.0,0.0,1.9020208755549106e-05,0.0006151388512306566,0.0,0.0,2472.6271382213836,79968.05065998535
1095.0,0,10048087.0,0.0,0.0,1.879669780235904e-05,0.0006079123394183705,0.0,0.0,94.43542741540622,3054.178037424658
365.0,0,230000000.0,0.0,0.0,1.9018475542975644e-05,0.0006150828135402797,0.0,0.0,2187.124687442199,70734.52355713217
3653.0,0,250000000.0,0.0,0.0,1.5757679942884906e-05,0.0005096503913857298,0.0,0.0,1969.7099928606133,63706.29892321622
1096.0,0,760000000.0,0.0,0.0,1.6666373540918933e-05,0.000539032576369114,0.0,0.0,6333.221945549194,204832.3790202633
365.0,0,150000000.0,0.0,0.0,1.8820916603878857e-05,0.0006086953793533745,0.0,0.0,1411.5687452909142,45652.15345150309
365.0,0,130000000.0,0.0,0.0,1.929064872574493e-05,0.0006238825950116711,0.0,0.0,1253.8921671734204,40552.36867575862
2191.0,0,10892168.0,0.0,0.0,1.927346098806737e-05,0.0006233268909962009,0.0,0.0,104.9648875117379,3394.6906078241536
365.0,0,80000000.0,0.0,0.0,1.915227376736439e-05,0.0006194087272023419,0.0,0.0,766.0909506945757,24776.349088093673
1096.0,0,36414744.0,0.0,0.0,2.0881146035933718e-05,0.0006753043403731063,0.0,0.0,380.19079366257057,12295.517338387765
365.0,0,600000000.0,0.0,0.0,1.893279704046069e-05,0.0006123126790230637,0.0,0.0,5679.839112138207,183693.80370691913
366.0,0,500000000.0,0.0,0.0,1.965477103649249e-05,0.0006356551170910718,0.0,0.0,4913.692759123122,158913.77927276795
366.0,0,1200000000.0,0.0,0.0,2.07308204790424e-05,0.0006704443334122345,0.0,0.0,12438.49228742544,402266.60004734073
3653.0,0,508300000.0,0.0,0.0,1.5239701087521595e-05,0.000492901411369151,0.0,0.0,3873.1700313936135,125270.89369946973
1461.0,0,11312179.0,0.0,0.0,1.9848219371176867e-05,0.0006419094849744456,0.0,0.0,112.26330517901008,3630.6974979143693
365.0,0,200000000.0,0.0,0.0,1.8943090285272746e-05,0.0006126454778651036,0.0,0.0,1894.3090285272747,61264.54778651036
366.0,0,60000000.0,0.0,0.0,1.9648723964871273e-05,0.000635459608925637,0.0,0.0,589.4617189461381,19063.788267769112
365.0,0,300000000.0,0.0,0.0,1.9745917888669418e-05,0.0006386019858761749,0.0,0.0,2961.887683300413,95790.29788142623
1096.0,0,2791011.0,0.0,0.0,1.9652667701763882e-05,0.0006355871140780733,0.0,0.0,27.425405867483857,886.9653134250788
1461.0,0,308700000.0,0.0,0.0,1.6046693504523368e-05,0.0005189956012990882,0.0,0.0,2476.807142423182,80106.97106051426
1096.0,0,6703660.0,0.0,0.0,1.971535632661059e-05,0.0006376139009830473,0.0,0.0,66.08252279622317,2137.1734017320073
2953.0,0,237000000.0,0.0,0.0,1.4997435329400233e-05,0.00048506759217159523,0.0,0.0,1777.1960865339277,57480.50967233403
1096.0,0,3746992.0,0.0,0.0,1.9532882702066878e-05,0.0006317143323121277,0.0,0.0,36.59477761079149,1183.514274729442
366.0,0,200000000.0,0.0,0.0,1.878620182060864e-05,0.0006075729841731325,0.0,0.0,1878.620182060864,60757.29841731326
366.0,0,100000000.0,0.0,0.0,1.888457962040402e-05,0.0006107537229729232,0.0,0.0,944.2289810202009,30537.68614864616
1826.0,0,50000000.0,0.0,0.0,1.682355033227889e-05,0.0005441147299238835,0.0,0.0,420.5887583069723,13602.86824809709
366.0,0,150000000.0,0.0,0.0,1.9023051906374988e-05,0.0006152307750941777,0.0,0.0,1426.7288929781241,46142.30813206333
